exchange,executed_quantity,executed_quantity_minmax,execution_price,execution_price_minmax,execution_time,order_id,order_price,order_price_minmax,order_status,order_time,order_type,quantity,quantity_minmax,row_id,side,symbol,timestamp,trader_id,volume,volume_minmax,_rescued_data
NSE,19,0.017,1414.39,0.4835,2026-02-20 09:40:14,ORD000*******,1414.8,0.4838,FILLED,2026-02-20 09:40:00,MARKET,883,0.8829,26,B**,RELIANCE.NS,2026-02-20 09:40:00,TRD****,18366.0,0.0591,
NSE,57,0.0731,1414.94,0.4837,2026-02-20 09:41:28,ORD000*******,1414.5,0.4836,CANCELLED,2026-02-20 09:41:00,MARKET,57,0.0561,27,SE**,RELIANCE.NS,2026-02-20 09:41:00,TRD****,15973.0,0.0514,
NSE,106,0.7615,1416.43,0.4843,2026-02-20 09:42:08,ORD000*******,1416.5,0.4844,PARTIAL,2026-02-20 09:42:00,MARKET,106,0.1051,28,SE**,RELIANCE.NS,2026-02-20 09:42:00,TRD****,117324.0,0.3775,
NSE,45,0.8056,1417.28,0.4847,2026-02-20 09:43:34,ORD000*******,1416.8,0.4846,FILLED,2026-02-20 09:43:00,LIMIT,45,0.044,29,SE**,RELIANCE.NS,2026-02-20 09:43:00,TRD****,8881.0,0.0286,
NSE,644,0.6433,1417.31,0.4847,2026-02-20 09:44:51,ORD000*******,1417.3,0.4848,FILLED,2026-02-20 09:44:00,MARKET,695,0.6947,30,SE**,RELIANCE.NS,2026-02-20 09:44:00,TRD****,17588.0,0.0566,
NSE,191,0.1894,1416.67,0.4844,2026-02-20 09:45:52,ORD000*******,1416.8,0.4846,PARTIAL,2026-02-20 09:45:00,LIMIT,874,0.8739,31,B**,RELIANCE.NS,2026-02-20 09:45:00,TRD****,12089.0,0.0389,
NSE,172,0.981,1416.14,0.4842,2026-02-20 09:46:44,ORD000*******,1416.5,0.4844,PARTIAL,2026-02-20 09:46:00,MARKET,172,0.1712,32,B**,RELIANCE.NS,2026-02-20 09:46:00,TRD****,3971.0,0.0128,
NSE,427,0.5902,1416.96,0.4845,2026-02-20 09:47:57,ORD000*******,1416.9,0.4846,CANCELLED,2026-02-20 09:47:00,MARKET,427,0.4264,33,B**,RELIANCE.NS,2026-02-20 09:47:00,TRD****,10303.0,0.0331,
NSE,295,0.2936,1417.29,0.4847,2026-02-20 09:48:12,ORD000*******,1417.5,0.4848,FILLED,2026-02-20 09:48:00,STOP,516,0.5155,34,SE**,RELIANCE.NS,2026-02-20 09:48:00,TRD****,11268.0,0.0363,
NSE,435,0.9208,1416.16,0.4842,2026-02-20 09:49:15,ORD000*******,1416.0,0.4842,FILLED,2026-02-20 09:49:00,STOP,435,0.4344,35,SE**,RELIANCE.NS,2026-02-20 09:49:00,TRD****,9885.0,0.0318,
NSE,795,0.7946,1417.08,0.4846,2026-02-20 09:50:21,ORD000*******,1416.6,0.4845,PARTIAL,2026-02-20 09:50:00,LIMIT,829,0.8288,36,B**,RELIANCE.NS,2026-02-20 09:50:00,TRD****,7881.0,0.0254,
NSE,243,0.2415,1416.26,0.4843,2026-02-20 09:51:05,ORD000*******,1416.3,0.4844,CANCELLED,2026-02-20 09:51:00,LIMIT,262,0.2613,37,SE**,RELIANCE.NS,2026-02-20 09:51:00,TRD****,5214.0,0.0168,
NSE,201,0.1994,1415.26,0.4839,2026-02-20 09:52:51,ORD000*******,1415.0,0.4838,FILLED,2026-02-20 09:52:00,LIMIT,238,0.2372,38,B**,RELIANCE.NS,2026-02-20 09:52:00,TRD****,9002.0,0.029,
NSE,556,0.5551,1415.9,0.4841,2026-02-20 09:53:19,ORD000*******,1415.5,0.484,CANCELLED,2026-02-20 09:53:00,LIMIT,816,0.8158,39,SE**,RELIANCE.NS,2026-02-20 09:53:00,TRD****,15948.0,0.0513,
NSE,765,0.9158,1415.59,0.484,2026-02-20 09:54:34,ORD000*******,1415.5,0.484,FILLED,2026-02-20 09:54:00,LIMIT,765,0.7648,40,B**,RELIANCE.NS,2026-02-20 09:54:00,TRD****,5648.0,0.0182,
NSE,604,0.6032,1414.84,0.4837,2026-02-20 09:55:18,ORD000*******,1415.1,0.4839,FILLED,2026-02-20 09:55:00,STOP,882,0.8819,41,B**,RELIANCE.NS,2026-02-20 09:55:00,TRD****,4746.0,0.0153,
NSE,707,0.7064,1416.82,0.4845,2026-02-20 09:56:43,ORD000*******,1416.4,0.4844,FILLED,2026-02-20 09:56:00,MARKET,838,0.8378,42,SE**,RELIANCE.NS,2026-02-20 09:56:00,TRD****,10756.0,0.0346,
NSE,449,0.6273,1415.58,0.484,2026-02-20 09:57:37,ORD000*******,1415.6,0.4841,CANCELLED,2026-02-20 09:57:00,STOP,449,0.4484,43,B**,RELIANCE.NS,2026-02-20 09:57:00,TRD****,10297.0,0.0331,
NSE,507,0.506,1415.3,0.4839,2026-02-20 09:58:29,ORD000*******,1414.9,0.4838,FILLED,2026-02-20 09:58:00,LIMIT,763,0.7628,44,SE**,RELIANCE.NS,2026-02-20 09:58:00,TRD****,8127.0,0.0261,
NSE,557,0.5762,1415.23,0.4839,2026-02-20 09:59:33,ORD000*******,1415.5,0.484,FILLED,2026-02-20 09:59:00,LIMIT,557,0.5566,45,B**,RELIANCE.NS,2026-02-20 09:59:00,TRD****,9861.0,0.0317,
NSE,58,0.7786,1414.4,0.4835,2026-02-20 10:01:00,ORD000*******,1414.7,0.4837,FILLED,2026-02-20 10:00:00,MARKET,58,0.0571,46,SE**,RELIANCE.NS,2026-02-20 10:00:00,TRD****,8199.0,0.0264,
NSE,707,0.8637,1414.47,0.4836,2026-02-20 10:01:29,ORD000*******,1414.6,0.4837,FILLED,2026-02-20 10:01:00,LIMIT,707,0.7067,47,SE**,RELIANCE.NS,2026-02-20 10:01:00,TRD****,7352.0,0.0237,
NSE,365,0.3637,1415.05,0.4838,2026-02-20 10:02:23,ORD000*******,1414.6,0.4837,FILLED,2026-02-20 10:02:00,LIMIT,977,0.977,48,SE**,RELIANCE.NS,2026-02-20 10:02:00,TRD****,7217.0,0.0232,
NSE,252,0.7926,1413.1,0.483,2026-02-20 10:03:35,ORD000*******,1413.1,0.4831,FILLED,2026-02-20 10:03:00,LIMIT,252,0.2513,49,B**,RELIANCE.NS,2026-02-20 10:03:00,TRD****,10745.0,0.0346,
NSE,753,0.7525,1414.0,0.4834,2026-02-20 10:04:36,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:04:00,STOP,939,0.9389,50,SE**,RELIANCE.NS,2026-02-20 10:04:00,TRD****,11171.0,0.0359,
NSE,345,0.3437,1414.41,0.4835,2026-02-20 10:05:10,ORD000*******,1414.4,0.4836,FILLED,2026-02-20 10:05:00,MARKET,456,0.4555,51,B**,RELIANCE.NS,2026-02-20 10:05:00,TRD****,2699.0,0.0087,
NSE,92,0.9719,1414.83,0.4837,2026-02-20 10:06:57,ORD000*******,1414.8,0.4838,FILLED,2026-02-20 10:06:00,MARKET,92,0.0911,52,SE**,RELIANCE.NS,2026-02-20 10:06:00,TRD****,3782.0,0.0122,
NSE,570,0.986,1414.45,0.4835,2026-02-20 10:07:27,ORD000*******,1414.1,0.4835,FILLED,2026-02-20 10:07:00,STOP,570,0.5696,53,B**,RELIANCE.NS,2026-02-20 10:07:00,TRD****,4776.0,0.0154,
NSE,877,0.8768,1413.1,0.483,2026-02-20 10:08:18,ORD000*******,1412.7,0.4829,CANCELLED,2026-02-20 10:08:00,LIMIT,994,0.994,54,B**,RELIANCE.NS,2026-02-20 10:08:00,TRD****,6549.0,0.0211,
NSE,301,0.2996,1410.79,0.4821,2026-02-20 10:09:39,ORD000*******,1410.8,0.4821,CANCELLED,2026-02-20 10:09:00,MARKET,915,0.9149,55,SE**,RELIANCE.NS,2026-02-20 10:09:00,TRD****,19314.0,0.0621,
NSE,376,0.3747,1411.29,0.4823,2026-02-20 10:10:20,ORD000*******,1411.2,0.4823,FILLED,2026-02-20 10:10:00,LIMIT,496,0.4955,56,SE**,RELIANCE.NS,2026-02-20 10:10:00,TRD****,26840.0,0.0864,
NSE,933,0.9329,1411.91,0.4825,2026-02-20 10:11:41,ORD000*******,1412.4,0.4828,CANCELLED,2026-02-20 10:11:00,STOP,937,0.9369,57,SE**,RELIANCE.NS,2026-02-20 10:11:00,TRD****,10902.0,0.0351,
NSE,381,0.517,1412.19,0.4826,2026-02-20 10:12:02,ORD000*******,1412.1,0.4827,FILLED,2026-02-20 10:12:00,STOP,381,0.3804,58,B**,RELIANCE.NS,2026-02-20 10:12:00,TRD****,13447.0,0.0433,
NSE,182,0.4669,1410.89,0.4821,2026-02-20 10:13:01,ORD000*******,1411.2,0.4823,CANCELLED,2026-02-20 10:13:00,LIMIT,182,0.1812,59,B**,RELIANCE.NS,2026-02-20 10:13:00,TRD****,5704.0,0.0184,
NSE,455,0.4539,1411.1,0.4822,2026-02-20 10:14:07,ORD000*******,1410.8,0.4821,FILLED,2026-02-20 10:14:00,STOP,727,0.7267,60,SE**,RELIANCE.NS,2026-02-20 10:14:00,TRD****,5935.0,0.0191,
NSE,595,0.9349,1411.68,0.4824,2026-02-20 10:16:00,ORD000*******,1411.3,0.4823,FILLED,2026-02-20 10:15:00,STOP,595,0.5946,61,B**,RELIANCE.NS,2026-02-20 10:15:00,TRD****,13981.0,0.045,
NSE,273,0.9138,1413.01,0.483,2026-02-20 10:16:53,ORD000*******,1413.1,0.4831,FILLED,2026-02-20 10:16:00,MARKET,273,0.2723,62,B**,RELIANCE.NS,2026-02-20 10:16:00,TRD****,6542.0,0.021,
NSE,225,0.8267,1413.62,0.4832,2026-02-20 10:17:51,ORD000*******,1413.4,0.4832,FILLED,2026-02-20 10:17:00,LIMIT,225,0.2242,63,SE**,RELIANCE.NS,2026-02-20 10:17:00,TRD****,7645.0,0.0246,
NSE,150,0.1483,1413.55,0.4832,2026-02-20 10:18:49,ORD000*******,1414.0,0.4834,FILLED,2026-02-20 10:18:00,STOP,182,0.1812,64,B**,RELIANCE.NS,2026-02-20 10:18:00,TRD****,5732.0,0.0184,
NSE,427,0.6814,1413.7,0.4832,2026-02-20 10:19:38,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:19:00,LIMIT,427,0.4264,65,SE**,RELIANCE.NS,2026-02-20 10:19:00,TRD****,7793.0,0.0251,
NSE,72,0.0701,1413.87,0.4833,2026-02-20 10:20:43,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:20:00,MARKET,912,0.9119,66,B**,RELIANCE.NS,2026-02-20 10:20:00,TRD****,14807.0,0.0476,
NSE,868,0.9218,1413.86,0.4833,2026-02-20 10:21:55,ORD000*******,1414.2,0.4835,CANCELLED,2026-02-20 10:21:00,MARKET,868,0.8679,67,SE**,RELIANCE.NS,2026-02-20 10:21:00,TRD****,13864.0,0.0446,
NSE,770,0.7695,1413.83,0.4833,2026-02-20 10:22:45,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:22:00,MARKET,867,0.8669,68,SE**,RELIANCE.NS,2026-02-20 10:22:00,TRD****,18498.0,0.0595,
NSE,168,0.4279,1413.59,0.4832,2026-02-20 10:23:10,ORD000*******,1413.4,0.4832,FILLED,2026-02-20 10:23:00,LIMIT,168,0.1672,69,SE**,RELIANCE.NS,2026-02-20 10:23:00,TRD****,11807.0,0.038,
NSE,44,0.6323,1413.87,0.4833,2026-02-20 10:24:39,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:24:00,STOP,44,0.043,70,SE**,RELIANCE.NS,2026-02-20 10:24:00,TRD****,7579.0,0.0244,
NSE,6,0.7745,1413.92,0.4833,2026-02-20 10:25:27,ORD000*******,1414.4,0.4836,FILLED,2026-02-20 10:25:00,LIMIT,6,0.005,71,SE**,RELIANCE.NS,2026-02-20 10:25:00,TRD****,8671.0,0.0279,
NSE,306,0.3046,1414.77,0.4837,2026-02-20 10:26:39,ORD000*******,1415.2,0.4839,FILLED,2026-02-20 10:26:00,LIMIT,532,0.5315,72,B**,RELIANCE.NS,2026-02-20 10:26:00,TRD****,10099.0,0.0325,
NSE,268,0.8978,1415.01,0.4838,2026-02-20 10:27:53,ORD000*******,1415.3,0.484,FILLED,2026-02-20 10:27:00,LIMIT,268,0.2673,73,SE**,RELIANCE.NS,2026-02-20 10:27:00,TRD****,17046.0,0.0548,
NSE,149,0.1473,1414.21,0.4834,2026-02-20 10:28:33,ORD000*******,1414.6,0.4837,FILLED,2026-02-20 10:28:00,STOP,288,0.2873,74,B**,RELIANCE.NS,2026-02-20 10:28:00,TRD****,4545.0,0.0146,
NSE,350,0.3487,1414.25,0.4835,2026-02-20 10:29:17,ORD000*******,1414.7,0.4837,FILLED,2026-02-20 10:29:00,LIMIT,716,0.7157,75,SE**,RELIANCE.NS,2026-02-20 10:29:00,TRD****,6926.0,0.0223,
NSE,104,0.7234,1415.79,0.4841,2026-02-20 10:30:32,ORD000*******,1415.6,0.4841,PARTIAL,2026-02-20 10:30:00,LIMIT,104,0.1031,76,B**,RELIANCE.NS,2026-02-20 10:30:00,TRD****,12291.0,0.0395,
NSE,301,0.2996,1415.24,0.4839,2026-02-20 10:31:36,ORD000*******,1415.4,0.484,FILLED,2026-02-20 10:31:00,MARKET,356,0.3554,77,B**,RELIANCE.NS,2026-02-20 10:31:00,TRD****,5260.0,0.0169,
NSE,526,0.5251,1415.93,0.4841,2026-02-20 10:32:04,ORD000*******,1415.5,0.484,FILLED,2026-02-20 10:32:00,STOP,584,0.5836,78,SE**,RELIANCE.NS,2026-02-20 10:32:00,TRD****,9070.0,0.0292,
NSE,688,0.9419,1413.81,0.4833,2026-02-20 10:33:29,ORD000*******,1414.0,0.4834,PARTIAL,2026-02-20 10:33:00,LIMIT,688,0.6877,79,SE**,RELIANCE.NS,2026-02-20 10:33:00,TRD****,83724.0,0.2694,
NSE,559,0.8507,1414.34,0.4835,2026-02-20 10:34:03,ORD000*******,1414.4,0.4836,FILLED,2026-02-20 10:34:00,MARKET,559,0.5586,80,B**,RELIANCE.NS,2026-02-20 10:34:00,TRD****,66617.0,0.2143,
NSE,33,0.4479,1415.17,0.4838,2026-02-20 10:35:04,ORD000*******,1415.5,0.484,CANCELLED,2026-02-20 10:35:00,LIMIT,33,0.032,81,B**,RELIANCE.NS,2026-02-20 10:35:00,TRD****,14091.0,0.0453,
NSE,99,0.0972,1415.7,0.484,2026-02-20 10:36:11,ORD000*******,1416.2,0.4843,FILLED,2026-02-20 10:36:00,STOP,602,0.6016,82,SE**,RELIANCE.NS,2026-02-20 10:36:00,TRD****,8308.0,0.0267,
NSE,591,0.9679,1415.51,0.484,2026-02-20 10:37:21,ORD000*******,1415.9,0.4842,PARTIAL,2026-02-20 10:37:00,LIMIT,591,0.5906,83,B**,RELIANCE.NS,2026-02-20 10:37:00,TRD****,3793.0,0.0122,
NSE,502,0.6072,1415.89,0.4841,2026-02-20 10:38:21,ORD000*******,1416.2,0.4843,FILLED,2026-02-20 10:38:00,STOP,502,0.5015,84,SE**,RELIANCE.NS,2026-02-20 10:38:00,TRD****,14592.0,0.0469,
NSE,941,0.9409,1418.11,0.485,2026-02-20 10:39:07,ORD000*******,1417.8,0.485,PARTIAL,2026-02-20 10:39:00,LIMIT,984,0.984,85,SE**,RELIANCE.NS,2026-02-20 10:39:00,TRD****,20031.0,0.0644,
NSE,98,0.5291,1417.81,0.4849,2026-02-20 10:40:18,ORD000*******,1418.0,0.485,FILLED,2026-02-20 10:40:00,MARKET,98,0.0971,86,SE**,RELIANCE.NS,2026-02-20 10:40:00,TRD****,11868.0,0.0382,
NSE,346,0.6513,1418.5,0.4852,2026-02-20 10:41:27,ORD000*******,1419.0,0.4854,CANCELLED,2026-02-20 10:41:00,LIMIT,346,0.3453,87,B**,RELIANCE.NS,2026-02-20 10:41:00,TRD****,30017.0,0.0966,
NSE,455,0.5982,1419.02,0.4854,2026-02-20 10:42:33,ORD000*******,1419.5,0.4856,FILLED,2026-02-20 10:42:00,STOP,455,0.4545,88,SE**,RELIANCE.NS,2026-02-20 10:42:00,TRD****,44294.0,0.1425,
NSE,214,0.2124,1418.92,0.4853,2026-02-20 10:43:26,ORD000*******,1419.4,0.4856,FILLED,2026-02-20 10:43:00,MARKET,293,0.2923,89,SE**,RELIANCE.NS,2026-02-20 10:43:00,TRD****,7753.0,0.0249,
NSE,591,0.987,1419.78,0.4857,2026-02-20 10:44:26,ORD000*******,1420.0,0.4858,FILLED,2026-02-20 10:44:00,STOP,591,0.5906,90,SE**,RELIANCE.NS,2026-02-20 10:44:00,TRD****,17626.0,0.0567,
NSE,491,0.49,1419.84,0.4857,2026-02-20 10:45:57,ORD000*******,1420.1,0.4859,PARTIAL,2026-02-20 10:45:00,STOP,491,0.4905,91,B**,RELIANCE.NS,2026-02-20 10:45:00,TRD****,22714.0,0.0731,
NSE,114,0.1122,1420.15,0.4858,2026-02-20 10:46:56,ORD000*******,1419.9,0.4858,FILLED,2026-02-20 10:46:00,LIMIT,214,0.2132,92,SE**,RELIANCE.NS,2026-02-20 10:46:00,TRD****,8397.0,0.027,
NSE,151,0.1493,1420.52,0.486,2026-02-20 10:47:21,ORD000*******,1420.1,0.4859,FILLED,2026-02-20 10:47:00,MARKET,640,0.6396,93,SE**,RELIANCE.NS,2026-02-20 10:47:00,TRD****,39379.0,0.1267,
NSE,140,0.1383,1420.45,0.4859,2026-02-20 10:48:51,ORD000*******,1420.5,0.486,CANCELLED,2026-02-20 10:48:00,MARKET,159,0.1582,94,B**,RELIANCE.NS,2026-02-20 10:48:00,TRD****,11225.0,0.0361,
NSE,143,0.7395,1420.43,0.4859,2026-02-20 10:49:18,ORD000*******,1420.3,0.486,CANCELLED,2026-02-20 10:49:00,MARKET,143,0.1421,95,B**,RELIANCE.NS,2026-02-20 10:49:00,TRD****,12907.0,0.0415,
NSE,55,0.3287,1418.52,0.4852,2026-02-20 10:50:24,ORD000*******,1419.0,0.4854,FILLED,2026-02-20 10:50:00,MARKET,55,0.0541,96,SE**,RELIANCE.NS,2026-02-20 10:50:00,TRD****,5409.0,0.0174,
NSE,716,0.8838,1419.58,0.4856,2026-02-20 10:51:01,ORD000*******,1419.6,0.4857,CANCELLED,2026-02-20 10:51:00,MARKET,716,0.7157,97,B**,RELIANCE.NS,2026-02-20 10:51:00,TRD****,7827.0,0.0252,
NSE,647,0.6463,1421.5,0.4864,2026-02-20 10:52:09,ORD000*******,1421.1,0.4863,PARTIAL,2026-02-20 10:52:00,MARKET,974,0.974,98,SE**,RELIANCE.NS,2026-02-20 10:52:00,TRD****,18205.0,0.0586,
NSE,280,0.7786,1420.68,0.486,2026-02-20 10:53:02,ORD000*******,1421.0,0.4862,FILLED,2026-02-20 10:53:00,STOP,280,0.2793,99,B**,RELIANCE.NS,2026-02-20 10:53:00,TRD****,10257.0,0.033,
NSE,23,0.6082,1421.99,0.4866,2026-02-20 10:54:50,ORD000*******,1421.6,0.4865,FILLED,2026-02-20 10:54:00,LIMIT,23,0.022,100,SE**,RELIANCE.NS,2026-02-20 10:54:00,TRD****,7289.0,0.0235,
NSE,200,0.1984,1420.93,0.4861,2026-02-20 10:55:12,ORD000*******,1421.4,0.4864,PARTIAL,2026-02-20 10:55:00,LIMIT,352,0.3514,101,B**,RELIANCE.NS,2026-02-20 10:55:00,TRD****,3571.0,0.0115,
NSE,382,0.3808,1421.63,0.4864,2026-02-20 10:56:51,ORD000*******,1421.3,0.4864,FILLED,2026-02-20 10:56:00,MARKET,718,0.7177,102,B**,RELIANCE.NS,2026-02-20 10:56:00,TRD****,4948.0,0.0159,
NSE,139,0.1373,1421.68,0.4864,2026-02-20 10:57:53,ORD000*******,1421.8,0.4866,FILLED,2026-02-20 10:57:00,LIMIT,458,0.4575,103,SE**,RELIANCE.NS,2026-02-20 10:57:00,TRD****,8153.0,0.0262,
NSE,499,0.9739,1420.22,0.4859,2026-02-20 10:58:12,ORD000*******,1420.1,0.4859,FILLED,2026-02-20 10:58:00,STOP,499,0.4985,104,B**,RELIANCE.NS,2026-02-20 10:58:00,TRD****,36323.0,0.1169,
NSE,122,0.1202,1420.33,0.4859,2026-02-20 10:59:33,ORD000*******,1420.6,0.4861,FILLED,2026-02-20 10:59:00,STOP,474,0.4735,105,SE**,RELIANCE.NS,2026-02-20 10:59:00,TRD****,10405.0,0.0335,
NSE,247,0.8236,1420.72,0.4861,2026-02-20 11:00:54,ORD000*******,1421.1,0.4863,FILLED,2026-02-20 11:00:00,LIMIT,247,0.2462,106,SE**,RELIANCE.NS,2026-02-20 11:00:00,TRD****,3271.0,0.0105,
NSE,233,0.2315,1420.74,0.4861,2026-02-20 11:01:26,ORD000*******,1420.7,0.4861,FILLED,2026-02-20 11:01:00,STOP,238,0.2372,107,SE**,RELIANCE.NS,2026-02-20 11:01:00,TRD****,2761.0,0.0089,
NSE,103,0.6493,1420.54,0.486,2026-02-20 11:02:13,ORD000*******,1420.2,0.4859,FILLED,2026-02-20 11:02:00,MARKET,103,0.1021,108,SE**,RELIANCE.NS,2026-02-20 11:02:00,TRD****,7090.0,0.0228,
NSE,373,0.3717,1420.62,0.486,2026-02-20 11:03:43,ORD000*******,1420.6,0.4861,PARTIAL,2026-02-20 11:03:00,LIMIT,384,0.3834,109,SE**,RELIANCE.NS,2026-02-20 11:03:00,TRD****,21201.0,0.0682,
