exchange,executed_quantity,executed_quantity_minmax,execution_price,execution_price_minmax,execution_time,order_id,order_price,order_price_minmax,order_status,order_time,order_type,quantity,quantity_minmax,side,symbol,timestamp,trader_id,volume,volume_minmax,execution_time_hour,execution_time_day,execution_time_month,order_time_hour,order_time_day,order_time_month,timestamp_hour,timestamp_day,timestamp_month,exchange_encoded,order_status_encoded,order_type_encoded,side_encoded,symbol_encoded
NSE,411,0.4098,1409.46,0.4815,2026-02-20 09:25:44,ORD000*******,1409.4,0.4816,CANCELLED,2026-02-20 09:25:00,STOP,917,0.9169,SE**,RELIANCE.NS,2026-02-20 09:25:00,TRD****,18795.0,0.0605,9,4,2,9,4,2,9,4,2,0,0,2,1,2
NSE,360,0.8878,1409.86,0.4817,2026-02-20 09:26:03,ORD000*******,1410.3,0.4819,FILLED,2026-02-20 09:26:00,LIMIT,360,0.3594,B**,RELIANCE.NS,2026-02-20 09:26:00,TRD****,17604.0,0.0566,9,4,2,9,4,2,9,4,2,0,1,0,0,2
NSE,576,0.5752,1410.66,0.482,2026-02-20 09:27:40,ORD000*******,1411.0,0.4822,CANCELLED,2026-02-20 09:27:00,STOP,643,0.6426,SE**,RELIANCE.NS,2026-02-20 09:27:00,TRD****,14769.0,0.0475,9,4,2,9,4,2,9,4,2,0,0,2,1,2
NSE,91,0.3818,1410.46,0.4819,2026-02-20 09:28:28,ORD000*******,1410.4,0.482,FILLED,2026-02-20 09:28:00,MARKET,91,0.0901,SE**,RELIANCE.NS,2026-02-20 09:28:00,TRD****,4801.0,0.0154,9,4,2,9,4,2,9,4,2,0,1,1,1,2
NSE,191,0.1894,1408.11,0.481,2026-02-20 09:29:12,ORD000*******,1408.6,0.4813,CANCELLED,2026-02-20 09:29:00,MARKET,212,0.2112,B**,RELIANCE.NS,2026-02-20 09:29:00,TRD****,13363.0,0.043,9,4,2,9,4,2,9,4,2,0,0,1,0,2
NSE,222,0.2455,1410.69,0.482,2026-02-20 09:30:05,ORD000*******,1410.9,0.4822,FILLED,2026-02-20 09:30:00,MARKET,222,0.2212,SE**,RELIANCE.NS,2026-02-20 09:30:00,TRD****,14556.0,0.0468,9,4,2,9,4,2,9,4,2,0,1,1,1,2
NSE,37,0.0351,1409.57,0.4816,2026-02-20 09:31:44,ORD000*******,1409.6,0.4817,FILLED,2026-02-20 09:31:00,STOP,378,0.3774,SE**,RELIANCE.NS,2026-02-20 09:31:00,TRD****,6847.0,0.022,9,4,2,9,4,2,9,4,2,0,1,2,1,2
NSE,354,0.3948,1411.43,0.4823,2026-02-20 09:32:51,ORD000*******,1411.7,0.4825,CANCELLED,2026-02-20 09:32:00,LIMIT,354,0.3534,B**,RELIANCE.NS,2026-02-20 09:32:00,TRD****,11217.0,0.0361,9,4,2,9,4,2,9,4,2,0,0,0,0,2
NSE,207,0.3627,1412.89,0.4829,2026-02-20 09:33:53,ORD000*******,1413.1,0.4831,PARTIAL,2026-02-20 09:33:00,LIMIT,207,0.2062,SE**,RELIANCE.NS,2026-02-20 09:33:00,TRD****,17234.0,0.0554,9,4,2,9,4,2,9,4,2,0,2,0,1,2
NSE,1,0.1884,1414.21,0.4834,2026-02-20 09:34:52,ORD000*******,1414.5,0.4836,CANCELLED,2026-02-20 09:34:00,LIMIT,1,0.0,B**,RELIANCE.NS,2026-02-20 09:34:00,TRD****,40615.0,0.1307,9,4,2,9,4,2,9,4,2,0,0,0,0,2
NSE,341,0.984,1415.24,0.4839,2026-02-20 09:35:47,ORD000*******,1415.0,0.4838,FILLED,2026-02-20 09:35:00,STOP,341,0.3403,B**,RELIANCE.NS,2026-02-20 09:35:00,TRD****,23868.0,0.0768,9,4,2,9,4,2,9,4,2,0,1,2,0,2
NSE,148,0.6914,1416.3,0.4843,2026-02-20 09:36:40,ORD000*******,1416.1,0.4843,CANCELLED,2026-02-20 09:36:00,STOP,148,0.1471,B**,RELIANCE.NS,2026-02-20 09:36:00,TRD****,75707.0,0.2436,9,4,2,9,4,2,9,4,2,0,0,2,0,2
NSE,484,0.989,1416.26,0.4843,2026-02-20 09:37:35,ORD000*******,1416.2,0.4843,FILLED,2026-02-20 09:37:00,LIMIT,484,0.4835,B**,RELIANCE.NS,2026-02-20 09:37:00,TRD****,61874.0,0.1991,9,4,2,9,4,2,9,4,2,0,1,0,0,2
NSE,253,0.2515,1414.13,0.4834,2026-02-20 09:38:12,ORD000*******,1414.4,0.4836,FILLED,2026-02-20 09:38:00,LIMIT,308,0.3073,SE**,RELIANCE.NS,2026-02-20 09:38:00,TRD****,9983.0,0.0321,9,4,2,9,4,2,9,4,2,0,1,0,1,2
NSE,59,0.0571,1414.82,0.4837,2026-02-20 09:39:39,ORD000*******,1414.6,0.4837,FILLED,2026-02-20 09:39:00,STOP,997,0.997,B**,RELIANCE.NS,2026-02-20 09:39:00,TRD****,127211.7927270113,0.7774,9,4,2,9,4,2,9,4,2,0,1,2,0,2
NSE,19,0.017,1414.39,0.4835,2026-02-20 09:40:14,ORD000*******,1414.8,0.4838,FILLED,2026-02-20 09:40:00,MARKET,883,0.8829,B**,RELIANCE.NS,2026-02-20 09:40:00,TRD****,18366.0,0.0591,9,4,2,9,4,2,9,4,2,0,1,1,0,2
NSE,57,0.0731,1414.94,0.4837,2026-02-20 09:41:28,ORD000*******,1414.5,0.4836,CANCELLED,2026-02-20 09:41:00,MARKET,57,0.0561,SE**,RELIANCE.NS,2026-02-20 09:41:00,TRD****,15973.0,0.0514,9,4,2,9,4,2,9,4,2,0,0,1,1,2
NSE,106,0.7615,1416.43,0.4843,2026-02-20 09:42:08,ORD000*******,1416.5,0.4844,PARTIAL,2026-02-20 09:42:00,MARKET,106,0.1051,SE**,RELIANCE.NS,2026-02-20 09:42:00,TRD****,117324.0,0.3775,9,4,2,9,4,2,9,4,2,0,2,1,1,2
NSE,45,0.8056,1417.28,0.4847,2026-02-20 09:43:34,ORD000*******,1416.8,0.4846,FILLED,2026-02-20 09:43:00,LIMIT,45,0.044,SE**,RELIANCE.NS,2026-02-20 09:43:00,TRD****,8881.0,0.0286,9,4,2,9,4,2,9,4,2,0,1,0,1,2
NSE,644,0.6433,1417.31,0.4847,2026-02-20 09:44:51,ORD000*******,1417.3,0.4848,FILLED,2026-02-20 09:44:00,MARKET,695,0.6947,SE**,RELIANCE.NS,2026-02-20 09:44:00,TRD****,17588.0,0.0566,9,4,2,9,4,2,9,4,2,0,1,1,1,2
NSE,191,0.1894,1416.67,0.4844,2026-02-20 09:45:52,ORD000*******,1416.8,0.4846,PARTIAL,2026-02-20 09:45:00,LIMIT,874,0.8739,B**,RELIANCE.NS,2026-02-20 09:45:00,TRD****,12089.0,0.0389,9,4,2,9,4,2,9,4,2,0,2,0,0,2
NSE,172,0.981,1416.14,0.4842,2026-02-20 09:46:44,ORD000*******,1416.5,0.4844,PARTIAL,2026-02-20 09:46:00,MARKET,172,0.1712,B**,RELIANCE.NS,2026-02-20 09:46:00,TRD****,3971.0,0.0128,9,4,2,9,4,2,9,4,2,0,2,1,0,2
NSE,427,0.5902,1416.96,0.4845,2026-02-20 09:47:57,ORD000*******,1416.9,0.4846,CANCELLED,2026-02-20 09:47:00,MARKET,427,0.4264,B**,RELIANCE.NS,2026-02-20 09:47:00,TRD****,10303.0,0.0331,9,4,2,9,4,2,9,4,2,0,0,1,0,2
NSE,295,0.2936,1417.29,0.4847,2026-02-20 09:48:12,ORD000*******,1417.5,0.4848,FILLED,2026-02-20 09:48:00,STOP,516,0.5155,SE**,RELIANCE.NS,2026-02-20 09:48:00,TRD****,11268.0,0.0363,9,4,2,9,4,2,9,4,2,0,1,2,1,2
NSE,435,0.9208,1416.16,0.4842,2026-02-20 09:49:15,ORD000*******,1416.0,0.4842,FILLED,2026-02-20 09:49:00,STOP,435,0.4344,SE**,RELIANCE.NS,2026-02-20 09:49:00,TRD****,9885.0,0.0318,9,4,2,9,4,2,9,4,2,0,1,2,1,2
NSE,795,0.7946,1417.08,0.4846,2026-02-20 09:50:21,ORD000*******,1416.6,0.4845,PARTIAL,2026-02-20 09:50:00,LIMIT,829,0.8288,B**,RELIANCE.NS,2026-02-20 09:50:00,TRD****,7881.0,0.0254,9,4,2,9,4,2,9,4,2,0,2,0,0,2
NSE,243,0.2415,1416.26,0.4843,2026-02-20 09:51:05,ORD000*******,1416.3,0.4844,CANCELLED,2026-02-20 09:51:00,LIMIT,262,0.2613,SE**,RELIANCE.NS,2026-02-20 09:51:00,TRD****,5214.0,0.0168,9,4,2,9,4,2,9,4,2,0,0,0,1,2
NSE,201,0.1994,1415.26,0.4839,2026-02-20 09:52:51,ORD000*******,1415.0,0.4838,FILLED,2026-02-20 09:52:00,LIMIT,238,0.2372,B**,RELIANCE.NS,2026-02-20 09:52:00,TRD****,9002.0,0.029,9,4,2,9,4,2,9,4,2,0,1,0,0,2
NSE,556,0.5551,1415.9,0.4841,2026-02-20 09:53:19,ORD000*******,1415.5,0.484,CANCELLED,2026-02-20 09:53:00,LIMIT,816,0.8158,SE**,RELIANCE.NS,2026-02-20 09:53:00,TRD****,15948.0,0.0513,9,4,2,9,4,2,9,4,2,0,0,0,1,2
NSE,765,0.9158,1415.59,0.484,2026-02-20 09:54:34,ORD000*******,1415.5,0.484,FILLED,2026-02-20 09:54:00,LIMIT,765,0.7648,B**,RELIANCE.NS,2026-02-20 09:54:00,TRD****,5648.0,0.0182,9,4,2,9,4,2,9,4,2,0,1,0,0,2
NSE,604,0.6032,1414.84,0.4837,2026-02-20 09:55:18,ORD000*******,1415.1,0.4839,FILLED,2026-02-20 09:55:00,STOP,882,0.8819,B**,RELIANCE.NS,2026-02-20 09:55:00,TRD****,4746.0,0.0153,9,4,2,9,4,2,9,4,2,0,1,2,0,2
NSE,707,0.7064,1416.82,0.4845,2026-02-20 09:56:43,ORD000*******,1416.4,0.4844,FILLED,2026-02-20 09:56:00,MARKET,838,0.8378,SE**,RELIANCE.NS,2026-02-20 09:56:00,TRD****,10756.0,0.0346,9,4,2,9,4,2,9,4,2,0,1,1,1,2
NSE,449,0.6273,1415.58,0.484,2026-02-20 09:57:37,ORD000*******,1415.6,0.4841,CANCELLED,2026-02-20 09:57:00,STOP,449,0.4484,B**,RELIANCE.NS,2026-02-20 09:57:00,TRD****,10297.0,0.0331,9,4,2,9,4,2,9,4,2,0,0,2,0,2
NSE,507,0.506,1415.3,0.4839,2026-02-20 09:58:29,ORD000*******,1414.9,0.4838,FILLED,2026-02-20 09:58:00,LIMIT,763,0.7628,SE**,RELIANCE.NS,2026-02-20 09:58:00,TRD****,8127.0,0.0261,9,4,2,9,4,2,9,4,2,0,1,0,1,2
NSE,557,0.5762,1415.23,0.4839,2026-02-20 09:59:33,ORD000*******,1415.5,0.484,FILLED,2026-02-20 09:59:00,LIMIT,557,0.5566,B**,RELIANCE.NS,2026-02-20 09:59:00,TRD****,9861.0,0.0317,9,4,2,9,4,2,9,4,2,0,1,0,0,2
NSE,58,0.7786,1414.4,0.4835,2026-02-20 10:01:00,ORD000*******,1414.7,0.4837,FILLED,2026-02-20 10:00:00,MARKET,58,0.0571,SE**,RELIANCE.NS,2026-02-20 10:00:00,TRD****,8199.0,0.0264,10,4,2,10,4,2,10,4,2,0,1,1,1,2
NSE,707,0.8637,1414.47,0.4836,2026-02-20 10:01:29,ORD000*******,1414.6,0.4837,FILLED,2026-02-20 10:01:00,LIMIT,707,0.7067,SE**,RELIANCE.NS,2026-02-20 10:01:00,TRD****,7352.0,0.0237,10,4,2,10,4,2,10,4,2,0,1,0,1,2
NSE,365,0.3637,1415.05,0.4838,2026-02-20 10:02:23,ORD000*******,1414.6,0.4837,FILLED,2026-02-20 10:02:00,LIMIT,977,0.977,SE**,RELIANCE.NS,2026-02-20 10:02:00,TRD****,7217.0,0.0232,10,4,2,10,4,2,10,4,2,0,1,0,1,2
NSE,252,0.7926,1413.1,0.483,2026-02-20 10:03:35,ORD000*******,1413.1,0.4831,FILLED,2026-02-20 10:03:00,LIMIT,252,0.2513,B**,RELIANCE.NS,2026-02-20 10:03:00,TRD****,10745.0,0.0346,10,4,2,10,4,2,10,4,2,0,1,0,0,2
NSE,753,0.7525,1414.0,0.4834,2026-02-20 10:04:36,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:04:00,STOP,939,0.9389,SE**,RELIANCE.NS,2026-02-20 10:04:00,TRD****,11171.0,0.0359,10,4,2,10,4,2,10,4,2,0,1,2,1,2
NSE,345,0.3437,1414.41,0.4835,2026-02-20 10:05:10,ORD000*******,1414.4,0.4836,FILLED,2026-02-20 10:05:00,MARKET,456,0.4555,B**,RELIANCE.NS,2026-02-20 10:05:00,TRD****,2699.0,0.0087,10,4,2,10,4,2,10,4,2,0,1,1,0,2
NSE,92,0.9719,1414.83,0.4837,2026-02-20 10:06:57,ORD000*******,1414.8,0.4838,FILLED,2026-02-20 10:06:00,MARKET,92,0.0911,SE**,RELIANCE.NS,2026-02-20 10:06:00,TRD****,3782.0,0.0122,10,4,2,10,4,2,10,4,2,0,1,1,1,2
NSE,570,0.986,1414.45,0.4835,2026-02-20 10:07:27,ORD000*******,1414.1,0.4835,FILLED,2026-02-20 10:07:00,STOP,570,0.5696,B**,RELIANCE.NS,2026-02-20 10:07:00,TRD****,4776.0,0.0154,10,4,2,10,4,2,10,4,2,0,1,2,0,2
NSE,877,0.8768,1413.1,0.483,2026-02-20 10:08:18,ORD000*******,1412.7,0.4829,CANCELLED,2026-02-20 10:08:00,LIMIT,994,0.994,B**,RELIANCE.NS,2026-02-20 10:08:00,TRD****,6549.0,0.0211,10,4,2,10,4,2,10,4,2,0,0,0,0,2
NSE,301,0.2996,1410.79,0.4821,2026-02-20 10:09:39,ORD000*******,1410.8,0.4821,CANCELLED,2026-02-20 10:09:00,MARKET,915,0.9149,SE**,RELIANCE.NS,2026-02-20 10:09:00,TRD****,19314.0,0.0621,10,4,2,10,4,2,10,4,2,0,0,1,1,2
NSE,376,0.3747,1411.29,0.4823,2026-02-20 10:10:20,ORD000*******,1411.2,0.4823,FILLED,2026-02-20 10:10:00,LIMIT,496,0.4955,SE**,RELIANCE.NS,2026-02-20 10:10:00,TRD****,26840.0,0.0864,10,4,2,10,4,2,10,4,2,0,1,0,1,2
NSE,933,0.9329,1411.91,0.4825,2026-02-20 10:11:41,ORD000*******,1412.4,0.4828,CANCELLED,2026-02-20 10:11:00,STOP,937,0.9369,SE**,RELIANCE.NS,2026-02-20 10:11:00,TRD****,10902.0,0.0351,10,4,2,10,4,2,10,4,2,0,0,2,1,2
NSE,381,0.517,1412.19,0.4826,2026-02-20 10:12:02,ORD000*******,1412.1,0.4827,FILLED,2026-02-20 10:12:00,STOP,381,0.3804,B**,RELIANCE.NS,2026-02-20 10:12:00,TRD****,13447.0,0.0433,10,4,2,10,4,2,10,4,2,0,1,2,0,2
NSE,182,0.4669,1410.89,0.4821,2026-02-20 10:13:01,ORD000*******,1411.2,0.4823,CANCELLED,2026-02-20 10:13:00,LIMIT,182,0.1812,B**,RELIANCE.NS,2026-02-20 10:13:00,TRD****,5704.0,0.0184,10,4,2,10,4,2,10,4,2,0,0,0,0,2
NSE,455,0.4539,1411.1,0.4822,2026-02-20 10:14:07,ORD000*******,1410.8,0.4821,FILLED,2026-02-20 10:14:00,STOP,727,0.7267,SE**,RELIANCE.NS,2026-02-20 10:14:00,TRD****,5935.0,0.0191,10,4,2,10,4,2,10,4,2,0,1,2,1,2
NSE,595,0.9349,1411.68,0.4824,2026-02-20 10:16:00,ORD000*******,1411.3,0.4823,FILLED,2026-02-20 10:15:00,STOP,595,0.5946,B**,RELIANCE.NS,2026-02-20 10:15:00,TRD****,13981.0,0.045,10,4,2,10,4,2,10,4,2,0,1,2,0,2
NSE,273,0.9138,1413.01,0.483,2026-02-20 10:16:53,ORD000*******,1413.1,0.4831,FILLED,2026-02-20 10:16:00,MARKET,273,0.2723,B**,RELIANCE.NS,2026-02-20 10:16:00,TRD****,6542.0,0.021,10,4,2,10,4,2,10,4,2,0,1,1,0,2
NSE,225,0.8267,1413.62,0.4832,2026-02-20 10:17:51,ORD000*******,1413.4,0.4832,FILLED,2026-02-20 10:17:00,LIMIT,225,0.2242,SE**,RELIANCE.NS,2026-02-20 10:17:00,TRD****,7645.0,0.0246,10,4,2,10,4,2,10,4,2,0,1,0,1,2
NSE,150,0.1483,1413.55,0.4832,2026-02-20 10:18:49,ORD000*******,1414.0,0.4834,FILLED,2026-02-20 10:18:00,STOP,182,0.1812,B**,RELIANCE.NS,2026-02-20 10:18:00,TRD****,5732.0,0.0184,10,4,2,10,4,2,10,4,2,0,1,2,0,2
NSE,427,0.6814,1413.7,0.4832,2026-02-20 10:19:38,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:19:00,LIMIT,427,0.4264,SE**,RELIANCE.NS,2026-02-20 10:19:00,TRD****,7793.0,0.0251,10,4,2,10,4,2,10,4,2,0,1,0,1,2
NSE,72,0.0701,1413.87,0.4833,2026-02-20 10:20:43,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:20:00,MARKET,912,0.9119,B**,RELIANCE.NS,2026-02-20 10:20:00,TRD****,14807.0,0.0476,10,4,2,10,4,2,10,4,2,0,1,1,0,2
NSE,868,0.9218,1413.86,0.4833,2026-02-20 10:21:55,ORD000*******,1414.2,0.4835,CANCELLED,2026-02-20 10:21:00,MARKET,868,0.8679,SE**,RELIANCE.NS,2026-02-20 10:21:00,TRD****,13864.0,0.0446,10,4,2,10,4,2,10,4,2,0,0,1,1,2
NSE,770,0.7695,1413.83,0.4833,2026-02-20 10:22:45,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:22:00,MARKET,867,0.8669,SE**,RELIANCE.NS,2026-02-20 10:22:00,TRD****,18498.0,0.0595,10,4,2,10,4,2,10,4,2,0,1,1,1,2
NSE,168,0.4279,1413.59,0.4832,2026-02-20 10:23:10,ORD000*******,1413.4,0.4832,FILLED,2026-02-20 10:23:00,LIMIT,168,0.1672,SE**,RELIANCE.NS,2026-02-20 10:23:00,TRD****,11807.0,0.038,10,4,2,10,4,2,10,4,2,0,1,0,1,2
NSE,44,0.6323,1413.87,0.4833,2026-02-20 10:24:39,ORD000*******,1414.2,0.4835,FILLED,2026-02-20 10:24:00,STOP,44,0.043,SE**,RELIANCE.NS,2026-02-20 10:24:00,TRD****,7579.0,0.0244,10,4,2,10,4,2,10,4,2,0,1,2,1,2
NSE,6,0.7745,1413.92,0.4833,2026-02-20 10:25:27,ORD000*******,1414.4,0.4836,FILLED,2026-02-20 10:25:00,LIMIT,6,0.005,SE**,RELIANCE.NS,2026-02-20 10:25:00,TRD****,8671.0,0.0279,10,4,2,10,4,2,10,4,2,0,1,0,1,2
NSE,306,0.3046,1414.77,0.4837,2026-02-20 10:26:39,ORD000*******,1415.2,0.4839,FILLED,2026-02-20 10:26:00,LIMIT,532,0.5315,B**,RELIANCE.NS,2026-02-20 10:26:00,TRD****,10099.0,0.0325,10,4,2,10,4,2,10,4,2,0,1,0,0,2
NSE,268,0.8978,1415.01,0.4838,2026-02-20 10:27:53,ORD000*******,1415.3,0.484,FILLED,2026-02-20 10:27:00,LIMIT,268,0.2673,SE**,RELIANCE.NS,2026-02-20 10:27:00,TRD****,17046.0,0.0548,10,4,2,10,4,2,10,4,2,0,1,0,1,2
NSE,149,0.1473,1414.21,0.4834,2026-02-20 10:28:33,ORD000*******,1414.6,0.4837,FILLED,2026-02-20 10:28:00,STOP,288,0.2873,B**,RELIANCE.NS,2026-02-20 10:28:00,TRD****,4545.0,0.0146,10,4,2,10,4,2,10,4,2,0,1,2,0,2
NSE,350,0.3487,1414.25,0.4835,2026-02-20 10:29:17,ORD000*******,1414.7,0.4837,FILLED,2026-02-20 10:29:00,LIMIT,716,0.7157,SE**,RELIANCE.NS,2026-02-20 10:29:00,TRD****,6926.0,0.0223,10,4,2,10,4,2,10,4,2,0,1,0,1,2
NSE,104,0.7234,1415.79,0.4841,2026-02-20 10:30:32,ORD000*******,1415.6,0.4841,PARTIAL,2026-02-20 10:30:00,LIMIT,104,0.1031,B**,RELIANCE.NS,2026-02-20 10:30:00,TRD****,12291.0,0.0395,10,4,2,10,4,2,10,4,2,0,2,0,0,2
NSE,301,0.2996,1415.24,0.4839,2026-02-20 10:31:36,ORD000*******,1415.4,0.484,FILLED,2026-02-20 10:31:00,MARKET,356,0.3554,B**,RELIANCE.NS,2026-02-20 10:31:00,TRD****,5260.0,0.0169,10,4,2,10,4,2,10,4,2,0,1,1,0,2
NSE,526,0.5251,1415.93,0.4841,2026-02-20 10:32:04,ORD000*******,1415.5,0.484,FILLED,2026-02-20 10:32:00,STOP,584,0.5836,SE**,RELIANCE.NS,2026-02-20 10:32:00,TRD****,9070.0,0.0292,10,4,2,10,4,2,10,4,2,0,1,2,1,2
NSE,688,0.9419,1413.81,0.4833,2026-02-20 10:33:29,ORD000*******,1414.0,0.4834,PARTIAL,2026-02-20 10:33:00,LIMIT,688,0.6877,SE**,RELIANCE.NS,2026-02-20 10:33:00,TRD****,83724.0,0.2694,10,4,2,10,4,2,10,4,2,0,2,0,1,2
NSE,559,0.8507,1414.34,0.4835,2026-02-20 10:34:03,ORD000*******,1414.4,0.4836,FILLED,2026-02-20 10:34:00,MARKET,559,0.5586,B**,RELIANCE.NS,2026-02-20 10:34:00,TRD****,66617.0,0.2143,10,4,2,10,4,2,10,4,2,0,1,1,0,2
NSE,33,0.4479,1415.17,0.4838,2026-02-20 10:35:04,ORD000*******,1415.5,0.484,CANCELLED,2026-02-20 10:35:00,LIMIT,33,0.032,B**,RELIANCE.NS,2026-02-20 10:35:00,TRD****,14091.0,0.0453,10,4,2,10,4,2,10,4,2,0,0,0,0,2
NSE,99,0.0972,1415.7,0.484,2026-02-20 10:36:11,ORD000*******,1416.2,0.4843,FILLED,2026-02-20 10:36:00,STOP,602,0.6016,SE**,RELIANCE.NS,2026-02-20 10:36:00,TRD****,8308.0,0.0267,10,4,2,10,4,2,10,4,2,0,1,2,1,2
NSE,591,0.9679,1415.51,0.484,2026-02-20 10:37:21,ORD000*******,1415.9,0.4842,PARTIAL,2026-02-20 10:37:00,LIMIT,591,0.5906,B**,RELIANCE.NS,2026-02-20 10:37:00,TRD****,3793.0,0.0122,10,4,2,10,4,2,10,4,2,0,2,0,0,2
NSE,502,0.6072,1415.89,0.4841,2026-02-20 10:38:21,ORD000*******,1416.2,0.4843,FILLED,2026-02-20 10:38:00,STOP,502,0.5015,SE**,RELIANCE.NS,2026-02-20 10:38:00,TRD****,14592.0,0.0469,10,4,2,10,4,2,10,4,2,0,1,2,1,2
NSE,941,0.9409,1418.11,0.485,2026-02-20 10:39:07,ORD000*******,1417.8,0.485,PARTIAL,2026-02-20 10:39:00,LIMIT,984,0.984,SE**,RELIANCE.NS,2026-02-20 10:39:00,TRD****,20031.0,0.0644,10,4,2,10,4,2,10,4,2,0,2,0,1,2
NSE,98,0.5291,1417.81,0.4849,2026-02-20 10:40:18,ORD000*******,1418.0,0.485,FILLED,2026-02-20 10:40:00,MARKET,98,0.0971,SE**,RELIANCE.NS,2026-02-20 10:40:00,TRD****,11868.0,0.0382,10,4,2,10,4,2,10,4,2,0,1,1,1,2
NSE,346,0.6513,1418.5,0.4852,2026-02-20 10:41:27,ORD000*******,1419.0,0.4854,CANCELLED,2026-02-20 10:41:00,LIMIT,346,0.3453,B**,RELIANCE.NS,2026-02-20 10:41:00,TRD****,30017.0,0.0966,10,4,2,10,4,2,10,4,2,0,0,0,0,2
NSE,455,0.5982,1419.02,0.4854,2026-02-20 10:42:33,ORD000*******,1419.5,0.4856,FILLED,2026-02-20 10:42:00,STOP,455,0.4545,SE**,RELIANCE.NS,2026-02-20 10:42:00,TRD****,44294.0,0.1425,10,4,2,10,4,2,10,4,2,0,1,2,1,2
NSE,214,0.2124,1418.92,0.4853,2026-02-20 10:43:26,ORD000*******,1419.4,0.4856,FILLED,2026-02-20 10:43:00,MARKET,293,0.2923,SE**,RELIANCE.NS,2026-02-20 10:43:00,TRD****,7753.0,0.0249,10,4,2,10,4,2,10,4,2,0,1,1,1,2
NSE,591,0.987,1419.78,0.4857,2026-02-20 10:44:26,ORD000*******,1420.0,0.4858,FILLED,2026-02-20 10:44:00,STOP,591,0.5906,SE**,RELIANCE.NS,2026-02-20 10:44:00,TRD****,17626.0,0.0567,10,4,2,10,4,2,10,4,2,0,1,2,1,2
